Chromosome	Start	Stop	Strand	Gene Symbol	CO09_D1	CO05_D1	CO25_D1X	CO35_D1	CO40_D1	CO13_D1B	CO19_D1	CO37_D1	CO01_D1	CO11_D1	CO17_D1	CO22_D1	CO30_D1B	CO10_D1
16	20775312	20808904	+	ACSM3	0.858571	0.855578	0.550842	8.34999	1.70198	0.295297	0.393522	0.650447	4.05786	0.55636	0.96147	1.80901	0.957217	1.59013
20	24986866	25038819	-	ACSS1	5.32369	4.76387	5.22955	5.53075	5.29505	4.7906	7.30264	4.51747	4.14598	4.65773	4.45979	3.57094	5.41981	6.59777
20	33462766	33515770	+	ACSS2	18.5212	9.68221	6.26529	14.0392	7.35294	8.05126	16.9608	11.6972	9.92876	8.77294	6.7072	7.18883	14.3854	12.2195
12	81471858	81654990	+	ACSS3	0.269418	0.000546782	0.0228279	0.725853	0.0372964	0.299585	0.202813	0.0573198	0.39171	0.0260483	2.75757	0.0694445	0.270341	0.112317
10	90694831	90751155	-	ACTA2	6.32541	2.46949	1.01362	0.543465	3.30777	2.215	1.17493	1.33504	2.11348	2.38757	1.69518	3.355	0.929618	1.37275
10	90692441	90699732	+	ACTA2-AS1	0.898978	0.639491	0.512098	0.395561	1.05141	0.695448	0.334081	0.492199	0.792089	0.498242	0.441593	0.320948	0.112878	1.29041
7	5566779	5570233	-	ACTB	2140.96	1828.04	1535.49	1551.35	2212.96	1615.35	2070.21	1515.21	1842.78	1833.16	1780.1	2023.87	1876.69	2823.19
17	79476997	79479826	-	ACTG1	437.596	401.142	375.32	439.474	443.816	286.793	570.434	263.569	312.808	376.79	333.944	397.036	462.191	527.608
1	27650365	27653017	+	ACTG1P20	3.33607	1.68467	1.14336	1.55388	3.4578	1.98093	1.9515	2.20808	1.8558	2.32701	2.33777	1.51528	2.00831	1.21032
1	104112026	104114009	+	ACTG1P4	2.73789	0.407797	0.397297	1.00107	1.32974	0.644044	1.74189	0.634591	0.882511	0.477796	1.33825	1.37351	0.779704	2.12875
3	179280668	179306196	+	ACTL6A	1.58612	1.78928	1.84047	6.01471	1.70225	2.14327	3.81415	2.19918	1.93881	1.99322	1.66706	1.11894	4.26075	1.70694
14	69340840	69446084	-	ACTN1	154.302	149.573	90.9908	63.2624	126.402	98.4992	112.888	84.6708	92.0294	142.628	91.8552	159.294	111.446	102.665
19	39138289	39222230	+	ACTN4	47.4643	36.5328	43.0421	23.3971	32.861	36.5162	32.1609	36.6466	41.3502	44.103	42.0055	40.3549	36.8792	43.1238
14	58666867	58702354	+	ACTR10	11.1335	7.14493	6.41789	31.2716	10.6137	6.90612	17.7928	7.14212	12.229	8.50108	9.29316	8.68646	22.7214	12.7832
10	104238986	104262470	-	ACTR1A	29.1088	13.0741	13.518	25.8446	15.9073	15.8159	24.3795	14.2511	20.7419	16.0048	16.7837	14.5425	26.3041	18.3724
2	98272402	98280508	-	ACTR1B	3.54337	1.95246	1.92727	5.11188	1.67384	1.96425	4.36015	1.49426	2.40701	1.61212	1.5224	1.96018	5.37642	1.86536
2	65454829	65498388	+	ACTR2	234.906	235.002	228.344	772.264	285.934	264.868	598.689	288.057	367.068	301.281	315.497	264.158	852.006	553.018
2	114647511	114720174	+	ACTR3	154.201	170.615	178.25	415.816	236.826	186.615	300.616	217.826	246.567	237.781	261.866	192.973	446.688	279.854
2	114588760	114648570	-	ACTR3-AS1	0.38762	0.115422	0.105781	0.730547	0.141165	0.385522	0.191859	0.176188	0.0681079	0.225269	0.219462	0.17231	0.583269	0.000306532
7	152456834	152552465	+	ACTR3B	4.38642	2.52773	3.11553	5.37666	4.1878	1.0825	4.65395	2.26295	1.93538	2.98254	3.37375	2.41173	3.53998	2.69413
7	149578448	150020759	-	ACTR3C	2.70917	2.98136	2.02389	1.74935	5.67243	2.19928	1.27332	1.46888	2.49469	2.52919	1.95539	1.92397	2.24479	0.768623
20	37377103	37401163	+	ACTR5	1.15481	1.04967	0.780245	1.95948	1.32825	1.12729	2.04757	1.30239	0.787866	0.8533	0.915402	0.785798	1.46223	0.886177
12	100593865	100618203	+	ACTR6	2.49536	2.68408	2.428	5.89074	2.59029	1.97792	4.07718	3.41089	2.32225	2.38598	2.3864	2.02869	4.09965	2.31426
3	53901094	53916180	-	ACTR8	4.42213	4.80879	4.80931	8.01351	3.82305	4.30232	6.12923	6.16416	6.55178	3.62157	4.54728	5.44759	8.47342	7.91039
2	158592959	158732843	-	ACVR1	12.0397	11.401	6.56722	10.1218	9.10667	5.46136	10.6623	6.85627	5.84116	7.42953	5.75622	11.4527	7.59016	6.05969
12	52345483	52390864	+	ACVR1B	10.2943	10.7669	10.7057	14.2455	10.3365	14.2369	23.9797	14.7509	10.6982	14.603	15.0335	13.9837	20.286	24.8888
2	158383279	158485377	-	ACVR1C	0.0694643	0.509555	0.348497	1.18871	0.734312	0.201142	0.164215	0.543179	0.743168	0.634842	0.458428	0.298858	0.677913	0.462105
2	148602086	148688397	+	ACVR2A	13.7275	10.7242	7.52816	21.1231	11.2451	2.49872	17.5392	4.81182	6.79171	8.62117	4.38592	4.32053	26.2402	8.14582
3	38495381	38534634	+	ACVR2B	0.854736	2.28518	2.35166	3.66571	1.22016	1.39461	1.43367	2.13214	1.85712	1.34189	1.28633	1.80452	2.05015	1.2912
12	52301288	52317146	+	ACVRL1	0.615661	0.219807	0.31633	0.206394	0.174616	0.51028	0.543285	0.508475	0.32141	0.17735	0.313578	0.250403	0.294205	0.667916
3	52017551	52023214	+	ACY1	0.387306	0.14592	0.175595	1.42352	0.0717871	0.321032	0.137141	0.104198	0.0795194	0.100224	0.0694852	0.0786376	0.458003	0.000153202
2	54198250	54532436	+	ACYP2	0.722278	0.426046	0.758195	1.14817	0.872834	0.666671	0.808435	0.503159	0.956304	0.514275	0.972605	0.645462	0.914154	1.03982
20	43248160	43280400	-	ADA	1.41589	1.92016	2.97388	1.13255	1.14476	1.19487	0.954326	0.90461	1.18533	2.15631	1.30782	1.5049	1.32389	0.53651
22	17659680	17702739	-	ADA2	54.8432	32.9244	39.269	52.7854	20.4343	57.1089	52.1347	59.741	61.341	39.5115	43.0543	39.9422	48.2595	72.4888
15	43622549	43646768	+	ADAL	0.826339	1.18075	1.5984	2.51655	2.41395	1.58569	1.4315	0.893523	1.61998	1.66454	2.06948	1.62642	1.91336	1.298
15	58881008	59041907	-	ADAM10	107.632	93.725	108.701	331.292	111.023	130.403	233.53	132.21	165.387	110.861	131.535	95.4002	349.426	180.433
10	127700961	128077047	-	ADAM12	2.20385	0.0936604	0.423614	0.0942023	0.0621832	0.660204	0.122685	0.080474	0.101594	0.0868168	0.106901	0.054506	0.321346	0.000393779
1	155023792	155035252	+	ADAM15	4.76107	2.99264	2.73471	6.04296	2.07144	1.51803	4.17156	3.06849	3.36648	2.48134	2.19723	2.57056	5.53595	3.05676
2	9628615	9695960	-	ADAM17	34.8936	56.508	44.6967	66.7254	47.5831	35.4801	74.5937	61.4102	35.708	65.6399	48.4412	45.7272	77.7527	57.0076
5	156904312	157002784	-	ADAM19	72.1112	37.4044	53.7218	53.1068	67.1607	55.8291	95.0784	37.5753	69.7875	64.9217	93.1662	81.4506	136.471	122.912
14	70989075	71001722	-	ADAM20	0.552968	0.110301	0.945138	0.353873	0.667501	0.563859	0.158487	0.583248	0.712047	0.885515	0.190503	0.00019643	0.277478	0.139737
14	70935596	70950474	-	ADAM20P1	0.746947	0.118265	0.368121	0.316839	0.603819	0.324988	0.284407	0.340741	0.461953	0.489976	0.100281	0.000412763	0.27102	0.300156
7	87563458	87832205	+	ADAM22	0.290431	1.16834	0.752107	0.795878	0.751167	0.466541	0.28865	0.447535	0.998049	0.596061	0.291438	0.448906	0.739583	0.558524
2	207308256	207485852	+	ADAM23	0.107516	0.0297345	0.57469	0.992057	0.000268668	0.249316	0.550832	0.709133	0.245639	0.828778	0.0303077	0.000268668	0.404157	0.626591
8	24151553	24216528	+	ADAM28	5.94752	3.37984	6.13911	4.93291	4.76893	14.3086	10.1153	2.4465	3.79688	1.05967	2.17195	1.92365	4.51703	4.82089
8	38965048	39142437	+	ADAM32	0.818068	0.25105	0.534333	3.79047	0.444583	0.506301	1.20964	0.782255	0.880782	0.60792	1.22332	0.462696	1.36805	0.545527
10	135075927	135090373	-	ADAM8	93.9627	25.1822	42.2555	46.8605	48.9209	51.5704	81.8433	36.4882	49.2264	45.0626	69.8741	38.2101	88.5121	51.261
8	38854492	38962780	+	ADAM9	29.135	18.6974	17.383	48.2958	19.9623	17.3689	52.3096	19.4339	21.7892	21.9444	23.3619	26.9466	43.3733	41.3749
21	28208074	28217729	-	ADAMTS1	0.0312421	0.254297	1.09954	0.164856	0.243835	0.0290025	0.000578083	0.591699	5.3284	0.170283	0.906861	0.94542	0.112812	0.0312486
19	8645124	8675601	-	ADAMTS10	0.023005	0.0956319	0.242511	0.121355	0.121719	0.00446608	0.000471215	0.236268	2.78648	0.118991	0.181833	0.0480479	0.0461463	0.108578
15	100511642	100882181	-	ADAMTS17	0.244226	0.194378	0.108822	0.429697	0.143633	0.188945	0.093272	0.216886	0.810106	0.23399	0.104117	0.0734544	0.416543	0.190013
5	178537854	178772463	-	ADAMTS2	1.39247	1.72588	3.3528	3.67538	2.32467	3.59858	16.6504	8.20515	0.91764	0.695709	5.29141	5.66458	3.01033	16.4591
4	73146686	73434939	-	ADAMTS3	0.167801	0.68027	0.570091	1.84472	1.70111	0.405529	0.569667	0.275362	0.651397	0.725973	0.666668	0.71446	0.988828	0.675771
21	28290241	28339408	-	ADAMTS5	0.202017	0.00958517	0.255597	1.02128	0.000238872	0.0392186	0.721259	0.07902	0.335976	0.170229	0.0136604	0.000238872	3.74685	0.953476
5	64444565	64777748	-	ADAMTS6	3.44648	1.92453	2.70826	4.17431	5.10103	1.84775	4.03188	1.01333	1.8996	3.16734	2.35899	0.990452	5.08888	1.20005
1	150521845	150533413	+	ADAMTSL4	14.4504	4.93745	3.75079	2.35232	2.33717	2.82735	5.67919	5.64964	3.58967	3.47605	2.81368	4.17853	4.63526	4.21232
1	150533371	150547029	-	ADAMTSL4-AS1	28.8248	13.2816	11.2118	8.24866	19.4867	12.6391	13.8136	24.8986	21.246	13.756	22.577	20.8069	21.2547	23.1017
7	937537	995044	-	ADAP1	9.48861	2.59367	3.81503	5.70898	3.30801	4.02089	8.0195	3.69069	3.94123	4.58345	4.7221	2.45901	7.00088	3.68308
17	29248754	29286341	+	ADAP2	7.23548	3.07345	3.66639	5.43714	1.34441	6.04569	5.16833	4.81714	7.39868	3.8573	3.14246	3.16515	4.48126	8.48354
1	154554534	154600474	-	ADAR	427.628	425.581	271.661	190.554	481.502	361.487	272.846	442.19	302.072	554.055	435.619	461.779	327.021	202.449
21	46494493	46646479	+	ADARB1	5.74956	6.7716	4.47648	4.02695	4.01662	14.547	6.0451	6.34872	4.89981	8.86969	3.89616	3.53124	4.93618	2.87198
10	1223253	1779720	-	ADARB2	0.0502347	0.316613	1.43726	4.09232e-06	1.49866	0.00171835	0.0024436	0.249523	0.0024436	0.0898156	0.0258908	0.000126033	0.00556322	0.0443345
16	75630766	75657180	-	ADAT1	11.261	12.0056	6.77309	17.4588	13.1197	10.239	8.66559	12.0673	14.5377	12.4606	10.5053	13.3696	13.646	6.48452
6	143743969	143771833	-	ADAT2	1.44704	0.839191	1.10736	0.937576	1.17684	0.732756	0.979896	0.302504	0.930733	0.459275	0.495025	0.614342	0.910855	0.877236
19	1905398	1913447	+	ADAT3	1.23974	0.0924079	0.27525	0.07822	0.12599	0.274261	0.128484	0.193631	0.0532138	0.175925	0.131799	0.0138575	0.444493	0.00032697
14	78266452	78401358	+	ADCK1	0.862492	0.311867	0.439789	0.379496	0.527956	0.452792	0.461625	0.452265	0.611571	0.477091	0.569562	0.265423	0.834542	0.342399
7	140372745	140394911	+	ADCK2	1.13359	0.49063	0.861371	2.51602	0.91594	1.33526	2.22937	1.01186	1.11499	0.871141	1.11995	0.32182	2.79183	0.916239
8	145597736	145618454	+	ADCK5	0.236909	0.525562	0.0116222	0.444256	0.0132941	0.202565	0.243423	0.0279492	0.251954	0.0432905	0.000767368	0.0174727	0.262736	0.166307
1	167778623	167883373	-	ADCY10	1.61114	0.385341	0.0802371	1.433	0.19108	0.934823	0.119116	0.315285	0.251013	0.42682	0.159231	0.452004	0.369171	0.000194015
6	41068773	41108574	+	ADCY10P1	11.586	2.83061	3.1391	7.38927	4.87516	4.64164	11.5346	8.21223	4.50725	5.78207	8.2233	3.59732	9.36147	5.23886
2	25042039	25143107	-	ADCY3	21.8916	21.5925	5.81633	1.92736	5.34166	7.09272	7.35919	8.46966	3.521	13.3575	1.87509	2.96755	3.95646	2.88655
14	24787565	24804278	-	ADCY4	8.02289	0.768033	0.72152	0.400173	0.531555	0.984964	1.44444	1.24446	0.869905	1.30987	1.25503	1.45909	1.27761	0.438055
12	49159979	49182873	-	ADCY6	2.48182	6.32638	0.63957	1.09195	1.95091	0.101276	0.243834	0.63141	0.0793487	0.482555	0.122448	1.38926	0.786582	0.000241192
16	50300462	50352046	+	ADCY7	115.061	48.9277	37.5124	44.8734	38.8797	40.8262	72.6195	72.9212	43.926	53.8202	46.8448	43.9383	54.6241	49.9112
16	4012655	4166444	-	ADCY9	3.05029	2.37883	2.64841	2.49074	1.65461	2.90281	3.23042	2.65981	3.21853	2.26569	1.87738	1.59609	4.19471	3.7679
4	2845571	2931803	+	ADD1	97.8777	55.6909	59.4553	125.682	79.8814	75.0467	76.5826	53.4453	127.857	64.9816	81.0394	82.9594	88.7195	115.832
2	70883916	70995333	-	ADD2	2.04531	2.18044	1.33686	2.97196	2.4104	3.59577	1.28453	1.74835	2.61346	1.02538	1.11702	1.60262	0.559807	1.68758
10	111756131	111895324	+	ADD3	83.3517	73.594	102.699	166.874	88.0572	79.2607	169.253	76.2108	96.487	72.1106	105.348	106.495	190.133	162.59
8	37654401	37702415	+	ADGRA2	0.537682	0.326802	0.861717	0.557554	0.0498581	0.267438	0.375229	0.580061	0.474216	0.504138	0.377503	0.425488	0.867027	0.192138
4	22388999	22517690	-	ADGRA3	0.346556	0.521704	0.252401	0.618715	0.441062	0.283873	0.0186894	0.369822	0.400553	0.615911	0.179283	0.105514	0.705598	0.0001129
6	69345174	70099399	+	ADGRB3	0.690856	0.397903	0.118023	1.39437	9.45554e-05	0.0236861	0.858381	0.171611	0.0773401	9.45554e-05	0.000105758	0.0634372	0.122426	0.406517
12	131438452	131626014	+	ADGRD1	0.910882	0.212506	0.263981	2.18543	0.167823	0.816749	0.164882	0.285035	0.409527	0.205047	0.237318	0.220586	3.17767	0.000229319
19	6887590	6940462	+	ADGRE1	28.1277	5.72899	12.5852	18.1152	5.81961	18.4328	33.5037	5.82874	16.2051	13.5454	17.4898	17.3795	33.821	21.6225
19	14843204	14889373	-	ADGRE2	109.311	41.8442	75.217	141.651	94.9088	151.642	171.518	68.4782	139.797	99.2415	181.324	103.362	194.9	194.538
19	14729929	14785731	-	ADGRE3	22.4769	17.3312	18.2529	120.617	31.0687	14.8132	54.517	17.5898	46.0133	23.9277	26.4446	18.8407	191.684	40.9414
19	6952511	6990858	-	ADGRE4P	7.09849	1.23638	0.270808	2.52717	0.645308	0.000258712	0.470839	0.188011	0.188241	1.01379	0.120002	0.254559	1.61689	0.31165
19	14491956	14519538	+	ADGRE5	228.981	123.917	82.0381	77.5806	182.083	87.1846	142.889	154.293	115.134	120.061	122.205	101.98	191.285	117.174
16	57653650	57699480	+	ADGRG1	1.46187	2.26013	9.51636	0.750374	2.19319	1.28793	1.02234	3.74269	2.38881	4.59423	5.35365	1.4191	3.17807	2.07587
X	19007425	19140756	-	ADGRG2	9.06593e-05	6.60076e-05	0.0271438	0.280857	0.000151498	9.06593e-05	0.57921	0.000151498	0.000110303	0.1439	0.0430116	0.000151498	0.172506	0.0819301
16	57702218	57723291	+	ADGRG3	88.8005	22.4915	22.3287	47.3255	30.2842	44.1767	85.9206	39.2121	38.7324	56.9355	61.9945	48.0893	85.0328	40.4706
16	57576555	57611101	+	ADGRG5	0.679899	0.510816	2.24311	0.369533	0.891823	1.80969	0.587826	0.547773	0.659458	1.13107	1.39682	0.346971	1.23394	0.16676
19	14258555	14316982	-	ADGRL1	0.670636	0.378868	0.793715	0.272334	0.593096	0.448849	0.397075	0.397118	0.572323	0.871093	0.594701	0.147977	0.388168	0.773705
4	99992130	100009940	-	ADH5	8.1275	8.18364	7.42931	20.5627	7.93267	7.18066	16.2087	7.43719	6.79466	7.20087	6.58275	6.74874	15.9891	6.63381
8	67344739	67381142	+	ADHFE1	0.787044	0.487228	0.607966	0.580496	0.300568	0.268685	1.11379	0.281381	0.366252	0.284836	0.257588	0.381006	0.975532	0.887523
2	3501137	3523303	-	ADI1	10.0399	10.1085	7.05932	13.4177	13.1827	4.35493	14.4344	5.37131	6.28352	5.98418	6.92752	13.7184	13.5622	9.84669
1	202909953	202927701	-	ADIPOR1	162.244	110.208	192.363	2399.63	618.036	425.872	399.356	122.968	925.052	176.383	637.006	506.419	453.017	1104.35
12	1800236	1897840	+	ADIPOR2	23.7941	25.2468	25.8163	43.9719	29.421	20.6727	31.6865	22.5836	24.8627	25.1688	28.0865	31.0136	36.595	22.0088
10	75910943	76469062	+	ADK	3.12022	2.5766	3.31433	8.23579	2.07766	5.09927	10.6445	3.34767	2.68574	2.01495	2.35551	1.95367	7.34205	4.54206
11	10326620	10328945	+	ADM	15.5009	9.0323	12.4627	23.5819	17.5828	20.6876	20.5815	17.1794	20.3154	27.5616	33.7194	15.602	35.8074	13.202
22	50919972	50924867	+	ADM2	0.0514492	0.174985	0.271893	0.0285934	0.219343	0.0738348	0.00133339	0.271005	0.928806	0.487255	0.526819	0.327646	0.0183455	0.0270877
19	50191942	50194248	+	ADM5	0.000503479	0.0361988	0.0170098	0.120445	0.0216132	0.211409	0.0792696	0.0052697	0.00692754	3.17639e-05	0.000314823	0.00712464	1.09481	0.000503479
20	49505455	49547975	-	ADNP	45.5461	34.5656	39.9651	51.7069	37.2928	49.4698	58.2314	38.8126	49.7391	47.6008	47.8008	40.3001	66.4626	58.307
18	77867146	77898229	+	ADNP2	8.98668	7.04258	5.57529	9.52264	8.26302	8.95685	8.37424	9.02743	10.3725	10.0137	7.93796	5.61096	10.4198	8.80435
10	64564480	64568240	+	ADO	6.55579	6.27329	5.47828	12.2773	4.13364	5.05718	9.46021	6.05557	5.57095	5.11597	3.54966	3.33537	9.89489	5.00642
22	24819565	24838329	+	ADORA2A	1.50356	1.41077	2.6796	1.49651	2.14944	2.47341	1.22042	0.734825	0.949636	4.6201	3.16153	2.14857	1.97923	0.131273
17	15848231	15879211	+	ADORA2B	1.04604	0.885091	0.984625	1.66059	1.53077	0.299103	1.12541	0.35754	0.786973	0.806727	0.650722	0.579063	1.27778	1.11196
1	112042051	112046256	-	ADORA3	0.0272525	1.02232	0.555731	0.158618	0.764279	0.0270041	0.00165489	0.840093	3.54708	0.377811	0.527603	1.58497	0.105396	0.214578
15	73043635	73076100	-	ADPGK	32.2225	16.5059	13.4724	35.6578	17.5208	15.8569	37.7264	25.3299	20.5268	18.3016	18.7595	15.4179	39.9691	22.9172
15	73075176	73090541	+	ADPGK-AS1	0.775858	0.589528	0.151681	0.24099	0.394255	0.370741	0.947083	0.727164	0.20647	0.275319	0.168346	0.259176	0.801412	0.304373
3	119298339	119308793	+	ADPRH	5.24454	12.0066	4.79827	10.9575	4.47329	3.53068	7.14015	11.206	6.09721	6.0587	3.07288	5.67381	9.09044	6.78007
13	114076260	114107804	-	ADPRHL1	0.0438469	0.112563	0.162623	0.027416	0.124051	0.0267826	0.000782404	0.105391	0.817112	0.0217305	0.0536008	0.0612015	0.0139026	0.0230882
1	36554493	36559534	+	ADPRHL2	2.58587	2.15087	1.89422	1.73831	2.52818	1.79472	2.19614	2.94942	1.55878	1.7802	1.89885	1.34065	2.38256	1.12807
17	10600911	10614876	+	ADPRM	1.80249	3.28928	2.63388	4.48099	3.22843	4.30447	3.72602	3.37168	2.69595	3.05129	2.52489	2.27216	2.46059	3.73839
10	112836787	112840663	+	ADRA2A	0.160386	1.91561	0.923744	0.0343443	0.975267	0.0301984	0.000416476	0.621803	0.217684	0.264299	0.228007	0.851557	0.0195943	2.4011e-05
5	148206156	148208198	+	ADRB2	8.39948	7.49912	6.97893	14.1775	4.59888	2.14536	8.49086	7.4103	6.87335	9.57665	5.7061	5.25877	13.2181	7.70513
20	60877952	60883919	+	ADRM1	5.12713	3.18507	4.46456	4.96018	3.64161	4.49558	5.00004	3.5807	4.51916	4.17282	4.65158	3.478	5.2029	4.08014
22	40742504	40783494	+	ADSL	4.09781	3.83407	4.03075	11.1009	3.53262	3.93586	6.82499	4.03167	4.14657	4.02958	3.48362	2.81836	7.58421	3.13776
1	244571794	244615363	-	ADSS2	13.7812	17.2461	12.0227	37.3672	13.1649	15.8522	22.486	15.6283	18.3259	18.5176	12.5098	14.926	29.1987	14.4616
6	11713888	11779281	-	ADTRP	0.332159	0.521794	0.183059	0.532234	1.5699	0.165246	0.11196	0.694367	0.926532	0.706502	0.586171	0.366982	0.428487	0.276879
7	44143944	44154160	+	AEBP1	0.54438	0.297575	0.455457	0.179783	0.389305	5.10389	0.117077	0.0582206	0.124642	0.334583	0.166216	0.157526	0.204999	0.000251207
12	19592426	19675162	+	AEBP2	9.12305	10.1766	11.9856	13.0897	9.66858	11.2171	14.7104	10.4379	10.4109	9.40354	8.87177	6.80926	16.0934	13.4642
15	89164571	89175513	+	AEN	1.43313	2.31065	3.06777	4.44665	3.27308	2.74198	2.48659	1.62982	2.24435	1.82842	2.19824	1.94326	2.17996	1.93154
4	7760440	7941654	-	AFAP1	19.5018	4.74956	3.39941	8.71604	5.80899	4.87487	7.62927	6.07484	3.68683	5.67871	7.53674	11.2539	1.57477	3.21564
4	7755817	7780655	+	AFAP1-AS1	0.215427	0.0833878	1.28667	0.0789977	0.000451192	3.31468e-05	0.000301688	0.000451192	0.0527633	0.856678	0.0252571	0.907211	0.0540662	3.31468e-05
5	148651401	148723199	+	AFAP1L1	0.0392368	0.127807	0.458131	0.000216175	0.000428154	0.000216175	4.62589e-05	0.000428154	0.00809039	0.000428154	2.33561e-05	0.000428154	0.000216175	0.000216175
10	116054583	116164538	-	AFAP1L2	1.96948	2.85457	2.87022	1.23268	1.37968	1.48428	1.53109	0.825999	0.680344	2.67604	1.18974	2.42839	0.275139	1.117
6	168227244	168372703	+	AFDN	15.4561	2.45812	4.25336	5.55813	2.01334	4.15537	5.45153	1.78943	6.06998	6.05886	6.09948	9.3753	7.69706	2.29245
4	87856154	88062207	+	AFF1	161.035	132.107	59.3881	160.031	198.303	112.813	128.974	197.412	170.488	121.13	128.886	134.332	175.743	140.323
4	87846046	87856003	-	AFF1-AS1	0.638603	0.438559	0.275218	0.0937298	0.116662	0.123579	0.42755	0.297171	0.177077	0.101838	0.132834	0.842987	0.267054	0.798396
X	147582137	148082194	+	AFF2	4.55379	37.6994	15.2524	53.4517	38.6289	17.0065	18.7952	28.0716	24.8184	40.1205	22.3659	31.1113	53.5086	21.2167
2	100161881	100759053	-	AFF3	7.67897	2.87463	6.02951	1.82945	4.64689	55.0045	16.2313	2.91481	3.18181	2.63379	3.25974	1.24962	5.59123	4.43649
5	132211087	132299327	-	AFF4	51.1903	61.3489	54.8235	109.25	54.2449	57.1312	91.9098	73.7223	73.232	77.6893	66.8604	63.2636	121.583	95.6755
6	108616258	108847205	+	AFG1L	1.45181	1.72032	1.06011	2.78885	1.93818	0.486721	1.22213	1.23653	1.38174	1.16006	0.997992	1.31042	1.16544	1.61345
16	90038988	90067196	+	AFG3L1P	2.25334	0.695352	0.501042	0.68637	1.09172	1.10626	1.15483	0.874408	0.94179	0.571773	0.668277	0.538243	0.587096	1.22809
18	12328943	12377227	-	AFG3L2	3.96296	3.18252	3.65993	6.97356	3.59335	3.69169	5.82719	3.42532	3.59365	2.29096	3.05598	2.85833	4.73263	4.15608
17	76183398	76203783	+	AFMID	0.632702	0.392971	0.597136	0.448458	0.357872	0.203975	0.323714	0.442162	0.536003	0.318053	0.407835	0.342163	0.299834	0.722672
2	64751439	64820139	+	AFTPH	43.3941	49.6119	40.792	84.6091	54.4937	49.8303	67.4049	56.4554	59.1327	60.8716	57.1318	55.9908	95.2351	57.5651
4	178351928	178363658	-	AGA	3.27414	2.08285	3.15785	5.78716	2.26678	1.50952	3.00852	2.16627	2.16911	1.86312	2.34036	1.81593	2.83803	1.34019
2	236402687	237040438	+	AGAP1	0.311171	0.32218	1.42286	0.912243	0.346381	0.641691	0.83381	0.373634	0.699532	0.994233	1.14894	0.455343	1.76845	0.806603
10	46173964	46194829	+	AGAP10P	0.686455	0.161278	0.0629945	1.13156	0.679674	0.232282	0.703424	0.377957	0.574433	0.166235	0.279416	0.160251	0.484234	1.1879
10	49218159	49239659	-	AGAP12P	4.70231e-05	0.412916	0.175862	6.22247e-05	9.7432e-05	0.163276	0.000303186	0.0503572	0.000212701	0.13908	0.000102636	9.7432e-05	4.70159e-05	4.70172e-05
12	58117544	58135945	-	AGAP2	31.1702	11.552	10.3893	6.27398	13.4507	11.7059	15.101	9.33862	10.2732	18.3007	14.0177	13.9719	16.8104	7.7896
7	150782954	150841522	+	AGAP3	1.7243	0.737307	0.858249	1.22278	0.404539	1.03028	1.32582	1.04423	1.68333	1.37373	0.991967	0.918524	1.64628	2.08073
10	46321040	46349326	-	AGAP4	1.41597	0.415141	0.613302	1.83017	0.16506	0.802105	0.636769	0.624357	2.06832	1.20411	0.811173	0.864681	2.37335	0.403514
10	75434033	75457555	-	AGAP5	0.00537407	0.0103612	0.660638	0.535086	0.609445	0.00329723	0.012386	0.20033	0.171974	0.00688466	2.14808	0.133085	0.0764518	0.288883
10	51748078	51770277	+	AGAP6	0.618644	0.450643	0.297655	1.15526	0.29011	0.294231	0.193288	0.201106	0.659392	0.181571	0.179837	0.592965	0.166511	0.165622
10	51464144	51486328	-	AGAP7P	4.95013	0.410775	0.590323	1.51783	0.504621	0.433607	0.92364	0.286614	1.67057	0.38822	0.696823	1.32247	0.911751	0.995643
11	47681143	47736922	-	AGBL2	0.18673	0.196906	0.0671585	0.387108	0.179146	0.216648	0.199167	0.0994161	0.223813	0.142977	0.108133	0.386822	0.200743	0.133449
7	134671259	134820531	+	AGBL3	0.189993	0.206091	0.3353	0.640524	0.447492	0.31836	0.215695	0.170729	0.357158	0.111667	0.259469	0.231157	0.603452	0.0704561
2	27274291	27293491	+	AGBL5	4.6885	5.0308	4.54398	4.40645	4.8277	2.35749	2.88168	2.7933	3.42459	3.44628	3.17935	4.84497	2.50201	2.51057
6	32148745	32152100	-	AGER	21.3798	1.25826	1.17969	2.09708	1.49952	3.11805	5.1266	2.32223	2.55247	2.29351	2.56941	1.99473	2.70812	1.63607
2	228336888	228425939	+	AGFG1	74.7662	81.124	102.261	244.373	85.4883	91.7284	220.816	102.824	107.523	107.382	138.871	139.562	239.922	216.025
